MAP2K4 BLNK
ETS2 SMARCE1
ETS2 TWIST2
ETS2 ETS2
GRB2 ASAP1
GRB2 VAV3
GRB2 LCP2
GRB2 RAPGEF1
GRB2 IL6ST
GRB2 INPP5D
GRB2 MAP4K3
GRB2 GAREM1
GRB2 UBASH3B
GRB2 LRRK1
GRB2 PEAK1
GRB2 WIPF3
GRB2 LYN
GRB2 BCL2A1
GRB2 A2M
GRB2 P2RX7
GRB2 NACA
GRB2 FLT1
GRB2 SCIN
GRB2 PAG1
GRB2 SLC1A2
GRB2 ADAM10
GRB2 USP6NL
GRB2 ITGA2B
GRB2 ASB16
GRB2 NCKAP5
CBL FGR
CBL ASAP1
CBL LYN
CBL LCP2
CBL UBASH3B
CBL RAPGEF1
CBL NCK2
CBL FYB1
CBL PTPRJ
CBL FCGR1A
CBL MYO1E
CBL PTPRG
CBL FLT1
CD2AP ASAP1
CD2AP INPP5D
SH3KBP1 ASAP1
SH3KBP1 INPP5D
SH3KBP1 CTSB
SH3KBP1 ARHGAP27
NCK1 ASAP1
NCK1 LCP2
NCK1 RAPGEF1
NCK1 MAP4K3
NCK1 FYB1
NCK1 P2RX7
NCK1 FLT1
NCK1 ASB16
NCK1 NCKAP5
GRAP2 ASAP1
GRAP2 LCP2
GRAP2 GAREM1
BTK LYN
BTK PRKCE
BTK GNG2
BTK PIP5K1B
BTK MRC1
CD79A LYN
CD79A UBE2J1
CD79A MGLL
CD79A SLC41A2
CD79A SLC7A1
MAP4K1 LYN
MAP4K1 LCP2
DOK3 INPP5D
DOK3 LYN
SYK FGR
SYK LCP2
SYK LYN
SYK INPP5D
SYK UBASH3B
SYK FCGR1A
SYK PAG1
SYK PIP5K1B
SYK SELPLG
PLCG2 LCP2
PLCG2 INPP5D
PLCG2 LYN
PLCG2 FCGR1A
PLCG2 FLT1
PIK3R1 ASAP1
PIK3R1 TGFBR1
PIK3R1 LCP2
PIK3R1 INPP5D
PIK3R1 FLT1
PIK3R1 PDGFB
PIK3R1 VAV3
PIK3R1 IL6ST
PIK3R1 RAPGEF1
PIK3R1 SOCS6
SOS1 NCK2
SOS1 ZNF804A
SOS1 CYTH3
SOS1 LCP2
YWHAZ TNFAIP3
YWHAZ GCH1
YWHAZ SAMD4A
YWHAZ CLIC4
YWHAZ PRKCE
YWHAZ RPS6KA5
YWHAZ PRKACB
YWHAZ TFRC
YWHAZ LCP2
YWHAZ TGFBR1
YWHAZ SRGAP1
YWHAZ RAP1GAP2
YWHAZ TLK2
MAPK1 ADAM17
MAPK1 CIITA
MAPK1 HIF1A
MAPK1 ITGAV
MAPK1 CTSD
MAPK1 MITF
MAPK1 RPS6KA5
MAPK1 PRKCE
MAPK1 SGK1
PLCG1 LCP2
PLCG1 FLT1
PLCG1 LYN
PLCG1 RANBP2
PLCG1 PRKACB
PLCG1 INPP5D
PLCG1 VAV3
PLCG1 PDGFA
PLCG1 ASAP1
PLCG1 PTPRJ
PLCG1 PICALM
BCAR1 RAPGEF1
BCAR1 LYN
BCAR1 FYB1
BCAR1 NCK2
CRKL RAPGEF1
CRKL INPP5D
CRKL LYN
CRKL FCGR1A
ITK LCP2
ITK TGFBR1
BANP PRKCH
BANP PID1
BANP HIF1A
BANP SLC16A3
BANP CCDC26
BANP IGF1
BANP RHOQ
BANP PHF21A
CAMK2A IL6ST
CAMK2A RBM47
ERBB2 PTPRJ
ERBB2 FGR
ERBB2 NCK2
ERBB2 VAV3
ERBB2 PTPRG
ERBB2 IL6ST
ERBB2 CLNK
CRK ASAP1
CRK RAPGEF1
CRK FLT1
CRK KIF22
CBLB ASAP1
CBLB VAV3
CBLB NCK2
CBLB UBASH3B
CBLB LYN
CBLB FYB1
PTPN6 LCP2
PTPN6 LYN
PTPN6 IL6ST
PTPN6 PAG1
PTPN6 CD33
PTPN6 SIGLEC11
LCP2 EGFR
LCP2 SHC1
LCP2 YWHAG
LCP2 APC
LCP2 FYN
LCP2 VAV3
LCP2 WAS
LCP2 CD22
LCP2 TNK2
LCP2 VAV1
LCP2 GOLGA2
LCP2 FYB1
LCP2 FXR2
LCP2 STAM2
LCP2 NCK2
LCP2 SHB
LCP2 LYN
LCP2 ZAP70
LCP2 LCK
LCP2 WNK1
LCP2 FCGR1A
LCP2 SH3GL2
LCP2 HCK
LCP2 PTPRC
LCP2 PTEN
LCP2 PAG1
LCP2 TRAT1
LCP2 STAM
LCP2 TXK
LCP2 PRAM1
LCP2 LNX1
LCP2 SH3RF1
LCP2 ELOVL6
CD72 LYN
VAV1 IL6ST
VAV1 PAG1
LAT2 LYN
MAPK10 GCH1
GCH1 CSNK2A1
GCH1 HSPA8
GCH1 SP3
GCH1 CNRIP1
GCH1 MAPK12
GCH1 AHSA1
GCH1 GCH1
GCH1 CDC37
GCH1 NME7
GCH1 RPH3A
GCH1 SH3GL2
GCH1 NME2
GCH1 ATP1B1
GCH1 CMPK1
GCH1 NME1
GCH1 NME4
GCH1 OSBPL9
GCH1 NME6
GCH1 RLF
GCH1 NME3
GCH1 RAB26
GCH1 PTS
GCH1 GCHFR
GCH1 TNPO2
GCH1 TNPO3
MAP3K5 TNFAIP3
MAP3K5 TRAF3
TNFAIP3 TP53
TNFAIP3 FBXO3
TNFAIP3 NDUFS1
TNFAIP3 MTOR
TNFAIP3 UBC
TNFAIP3 RNF11
TNFAIP3 YWHAG
TNFAIP3 APC
TNFAIP3 UBE2D1
TNFAIP3 SNAI1
TNFAIP3 CHUK
TNFAIP3 TRAF6
TNFAIP3 ARRDC3
TNFAIP3 TNFRSF1A
TNFAIP3 TNIP2
TNFAIP3 TRAF1
TNFAIP3 ALDH9A1
TNFAIP3 PPP6R3
TNFAIP3 IKBKB
TNFAIP3 LAMP1
TNFAIP3 TAX1BP1
TNFAIP3 MCM6
TNFAIP3 YWHAB
TNFAIP3 YWHAE
TNFAIP3 YWHAH
TNFAIP3 TRAF2
TNFAIP3 TNFAIP3
TNFAIP3 IKBKG
TNFAIP3 TNIP1
TNFAIP3 RIPK1
TNFAIP3 CASP8
TNFAIP3 TBK1
TNFAIP3 TNF
TNFAIP3 FADD
TNFAIP3 IKBKE
TNFAIP3 TNIP3
TNFAIP3 LAPTM5
TNFAIP3 CCDC50
TNFAIP3 RNF31
TNFAIP3 SHARPIN
TNFAIP3 RBCK1
TNFAIP3 BIRC2
TNFAIP3 OCLN
TNFAIP3 RNF114
TNFAIP3 TRIM23
TNFAIP3 RIPK4
TNFAIP3 RNF168
TNFAIP3 TLR9
TNFAIP3 TNFRSF10A
TNFAIP3 WNK1
TNFAIP3 CNKSR2
TNFAIP3 KRR1
TNFAIP3 RNH1
TNFAIP3 KIF11
TNFAIP3 PPP2R1B
TNFAIP3 LRRC47
TNFAIP3 ZFAND5
TNFAIP3 TICAM1
TNFAIP3 GLDC
TNFAIP3 LNX1
TNFAIP3 PIBF1
TNFAIP3 GAS8
TNFAIP3 RNF216
TNFAIP3 RAD23A
TRAF3 MAP3K7
TRAF3 UBE2I
TRAF3 PIAS2
TRAF3 RNF4
TRAF3 USP7
TRAF3 SRC
TRAF3 NFKB2
TRAF3 UBC
TRAF3 GRIN1
TRAF3 IRF1
TRAF3 IRF3
TRAF3 ZBTB49
TRAF3 HEMGN
TRAF3 STK38
TRAF3 RRAS2
TRAF3 CAP1
TRAF3 TRAF1
TRAF3 OTUB1
TRAF3 NTAQ1
TRAF3 SMURF1
TRAF3 CASP3
TRAF3 MAP2K1
TRAF3 BIRC2
TRAF3 TRAF2
TRAF3 NUP62
TRAF3 CDC37
TRAF3 TNFRSF11A
TRAF3 TRAIP
TRAF3 RAD23A
TRAF3 ALPL
TRAF3 DDX3X
TRAF3 WDR5
TRAF3 BIRC3
TRAF3 ACTA1
TRAF3 CFLAR
TRAF3 TDP2
TRAF3 TRAF5
TRAF3 ZMYND11
TRAF3 CD27
TRAF3 RNF216
TRAF3 RIPK1
TRAF3 TRAF3IP2
TRAF3 USO1
TRAF3 TANK
TRAF3 CSNK1E
TRAF3 CD40
TRAF3 TNFSF14
TRAF3 TNFRSF9
TRAF3 LTBR
TRAF3 TNFRSF18
TRAF3 EDA2R
TRAF3 TRAF3
TRAF3 TRAF3IP1
TRAF3 MAP3K14
TRAF3 OTUD5
TRAF3 TBK1
TRAF3 MAVS
TRAF3 ZBP1
TRAF3 AZI2
TRAF3 TICAM1
TRAF3 TNFRSF1B
TRAF3 TNFRSF8
TRAF3 TNFRSF13C
TRAF3 IKBKE
TRAF3 SNAP29
TRAF3 SEC16A
TRAF3 STING1
TRAF3 RIPK2
TRAF3 CASP2
TRAF3 PINK1
TRAF3 GRIN2D
TRAF3 TNFRSF14
TRAF3 NGFR
TRAF3 TNFRSF19
TRAF3 EDAR
TRAF3 TNFRSF4
TRAF3 BEX3
TRAF3 TRAF3IP3
TRAF3 TRIM37
TRAF3 TRADD
TRAF3 DIABLO
TRAF3 TNFRSF17
TRAF3 LNX1
TRAF3 PDZD4
TRAF3 HSPB11
TRAF3 GMEB2
TRAF3 BIVM
TRAF3 ASCC1
TRAF3 RIPPLY1
TRAF3 IP6K3
TRAF3 CCDC184
TRAF3 ZSCAN4
TRAF3 POM121
TRAF3 C10orf62
TRAF3 PSMB8
TRAF3 CCDC13
MAPK14 RPS6KA5
MAPK14 MITF
MAPK14 TGFBR1
MAPK14 MRC1
MAPK14 PRKCE
MAPK14 ADAM17
RPS6KA5 MAPK11
RPS6KA5 SRF
RPS6KA5 CREBBP
RPS6KA5 RELA
RPS6KA5 STAT3
RPS6KA5 CSNK2A1
RPS6KA5 EZH2
RPS6KA5 STAT1
RPS6KA5 NR3C1
RPS6KA5 EP300
RPS6KA5 ESR1
RPS6KA5 ITSN1
RPS6KA5 GSK3B
RPS6KA5 MAPT
RPS6KA5 ELK1
RPS6KA5 CREB1
RPS6KA5 CEBPB
RPS6KA5 H3-4
RPS6KA5 H4-16
RPS6KA5 ETV1
RPS6KA5 H2AC4
RPS6KA5 FOS
RPS6KA5 MAPK3
RPS6KA5 CDKN1B
RPS6KA5 ACTG1
RPS6KA5 ATF1
RPS6KA5 SMARCB1
RPS6KA5 CTNNA3
RPS6KA5 ATF2
RPS6KA5 TSC2
RPS6KA5 HMGN1
RPS6KA5 BAD
RPS6KA5 MAP3K20
RPS6KA5 H1-5
RPS6KA5 WNK1
RPS6KA5 SMAD6
RPS6KA5 EGF
RPS6KA5 RPS6KA1
RPS6KA5 STK11
RPS6KA5 SLC9A1
RPS6KA5 HSPB2
RPS6KA5 CRMP1
RPS6KA5 UNC119
RPS6KA5 DAPK1
RPS6KA5 RNF19A
RPS6KA5 H2AC16
RPS6KA5 H2AC8
RPS6KA5 EIF4EBP1
RPS6KA5 GMFB
RPS6KA5 MBP
RPS6KA5 H2AC11
RPS6KA5 PLA2G4A
RPS6KA5 RPS6KA5
RPS6KA5 RAI1
RPS6KA5 H2AC13
RPS6KA5 H2AC14
RPS6KA5 ERH
RPS6KA5 ZNF775
RPS6KA5 H2AW
RPS6KA5 PDLIM1
RPS6KA5 EEF2K
RPS6KA5 TH
RPS6KA5 H2BU1
RPS6KA5 H2AC17
RPS6KA5 DDAH2
RPS6KA5 ROBO2
RPS6KA5 H2AC15
MITF SPI1
MITF SUMO1
MITF UBE2I
MITF EP300
MITF PIAS3
MITF GSK3B
MITF EPAS1
MITF PAX6
MITF CREB1
MITF LEF1
MITF FOS
MITF TYRP1
MITF HINT1
MITF TFE3
MITF RPS6KA1
MITF PATZ1
MITF PSMD14
MITF TFEB
MITF DCT
MITF MC1R
MITF MLANA
MITF PAX3
MITF PMEL
MITF TFEC
MITF SOX10
MITF TYR
MITF OTX2
TGFBR1 MAP3K7
TGFBR1 PML
TGFBR1 SMAD4
TGFBR1 ZFYVE9
TGFBR1 SKI
TGFBR1 SP1
TGFBR1 AXIN1
TGFBR1 CTNNB1
TGFBR1 CAV1
TGFBR1 CLU
TGFBR1 PSEN1
TGFBR1 TGFB1
TGFBR1 TSC22D1
TGFBR1 CDK6
TGFBR1 AP2B1
TGFBR1 SMAD2
TGFBR1 SMAD1
TGFBR1 SMAD7
TGFBR1 CDC20
TGFBR1 VHL
TGFBR1 HSP90AA2P
TGFBR1 STRAP
TGFBR1 ASH2L
TGFBR1 CHUK
TGFBR1 TRAF6
TGFBR1 RAP2A
TGFBR1 KRT8
TGFBR1 DAB2
TGFBR1 PIK3R2
TGFBR1 PARD6A
TGFBR1 PAK1
TGFBR1 AURKB
TGFBR1 UBXN1
TGFBR1 FKBP1A
TGFBR1 RGS19
TGFBR1 CDK4
TGFBR1 UBE2E3
TGFBR1 USP2
TGFBR1 PPP6C
TGFBR1 XIAP
TGFBR1 HSP90AA1
TGFBR1 OTUB1
TGFBR1 RHOA
TGFBR1 IKBKB
TGFBR1 SMURF1
TGFBR1 USP4
TGFBR1 USP15
TGFBR1 CSNK1A1
TGFBR1 STUB1
TGFBR1 TRAP1
TGFBR1 ENC1
TGFBR1 CDK14
TGFBR1 FBXL12
TGFBR1 SOCS6
TGFBR1 MAP3K20
TGFBR1 NEK6
TGFBR1 SMURF2
TGFBR1 APPL1
TGFBR1 TGFBR2
TGFBR1 BMPR2
TGFBR1 ENG
TGFBR1 FNTA
TGFBR1 CD44
TGFBR1 PPP2R2A
TGFBR1 SMAD6
TGFBR1 BAMBI
TGFBR1 OCLN
TGFBR1 NRP1
TGFBR1 RANBP9
TGFBR1 FKBP1B
TGFBR1 PSMD14
TGFBR1 CSNK2A2
TGFBR1 ARL8B
TGFBR1 MYO3A
TGFBR1 UBB
TGFBR1 ARHGAP31
TGFBR1 RHOD
TGFBR1 WDR61
TGFBR1 TTPAL
TGFBR1 FBXO34
TGFBR1 PREX2
TGFBR1 TGFB2
TGFBR1 RNF146
TGFBR1 FANCL
TGFBR1 PLEKHB1
TGFBR1 TNNT1
TGFBR1 RNF5
TGFBR1 ARL4D
TGFBR1 DUSP13
TGFBR1 TSSK4
TGFBR1 SNTG1
TGFBR1 SNX6
TGFBR1 UBD
TGFBR1 ACVR2B
TGFBR1 CASKIN2
TGFBR1 PLK4
TGFBR1 GNA13
TGFBR1 CRIM1
TGFBR1 GDF11
TGFBR1 RASD2
TGFBR1 OSR1
TGFBR1 KCNK18
TGFBR1 STK35
TGFBR1 RAB6B
TGFBR1 WDR33
TGFBR1 ARHGAP15
TGFBR1 ACVRL1
TGFBR1 PRPF4
TGFBR1 TTC27
TGFBR1 NEK8
TGFBR1 SAT2
TGFBR1 RAN
TGFBR1 NUAK2
TGFBR1 GNB2
TGFBR1 NUP37
TGFBR1 GNB3
TGFBR1 RHOH
TGFBR1 FBN1
TGFBR1 PREB
TGFBR1 USP45
TGFBR1 TSSK1B
TGFBR1 RHOG
TGFBR1 KLHL1
TGFBR1 TGFBRAP1
TGFBR1 RNF130
TGFBR1 CDK17
TGFBR1 CDC42EP4
TGFBR1 PIGR
TGFBR1 STX8
TGFBR1 RAB13
TGFBR1 MYOC
TGFBR1 UBA52
TGFBR1 DCAF6
TGFBR1 VEPH1
TGFBR1 RTKN
TGFBR1 NAT8
TGFBR1 AMHR2
TGFBR1 SKAP2
TGFBR1 WDR13
TGFBR1 DCAF12
TGFBR1 DAPK2
TGFBR1 PLEKHJ1
TGFBR1 SQSTM1
TGFBR1 ANAPC5
TGFBR1 CUL5
TGFBR1 SPAG9
TGFBR1 KATNB1
TGFBR1 TGFBR1
TGFBR1 NCF1
TGFBR1 CDKL1
TGFBR1 RHOJ
TGFBR1 EIF2AK4
TGFBR1 RRH
TGFBR1 CHN2
TGFBR1 RASL12
TGFBR1 AKAP1
TGFBR1 SAMD8
TGFBR1 UBE2Z
TGFBR1 ACVR1
TGFBR1 CHN1
TGFBR1 OXSR1
TGFBR1 STYXL1
TGFBR1 RHPN2
TGFBR1 LIMS1
TGFBR1 TGFB3
TGFBR1 PPP3CC
TGFBR1 TTC1
TGFBR1 RPS27A
TGFBR1 RHEBL1
TGFBR1 ACVR1C
TGFBR1 UACA
TGFBR1 RAB34
TGFBR1 PLEK
TGFBR1 BMPR1B
TGFBR1 RAB3B
TGFBR1 NKIRAS1
TGFBR1 BTBD2
TGFBR1 UBE2E4P
TGFBR1 ACVR1B
TGFBR1 NEK9
TGFBR1 RAB25
TGFBR1 RAB33B
TGFBR1 RAB38
MRC1 CHEK2
PRKCE MAPK11
PRKCE CREBBP
PRKCE STAT3
PRKCE KAT5
PRKCE NPM1
PRKCE EGFR
PRKCE EEF1A1
PRKCE LMNA
PRKCE MYOD1
PRKCE SRC
PRKCE HES1
PRKCE COPB1
PRKCE ITGB1
PRKCE SNCA
PRKCE GSK3B
PRKCE GRIN1
PRKCE KLF5
PRKCE CREB1
PRKCE DDX5
PRKCE RPS6KB2
PRKCE EWSR1
PRKCE CANX
PRKCE CYTH2
PRKCE MAPK3
PRKCE FYN
PRKCE IQGAP1
PRKCE KRT8
PRKCE IRS1
PRKCE ANXA2
PRKCE DAB2
PRKCE MYH9
PRKCE PIK3CB
PRKCE RGS19
PRKCE TOP2A
PRKCE RACK1
PRKCE HSP90AA1
PRKCE RAD9A
PRKCE VIM
PRKCE IKBKB
PRKCE PECAM1
PRKCE GSK3A
PRKCE LMNB1
PRKCE ATF2
PRKCE RAF1
PRKCE AKAP9
PRKCE BRAF
PRKCE HMGN1
PRKCE BAD
PRKCE ITGB2
PRKCE KRT18
PRKCE ACTC1
PRKCE CD44
PRKCE TRPV1
PRKCE HLA-A
PRKCE COPB2
PRKCE VDAC1
PRKCE ACTA1
PRKCE KRT1
PRKCE PPP1R14A
PRKCE IL32
PRKCE PDPK1
PRKCE BDKRB2
PRKCE MAP4K4
PRKCE HSPB1
PRKCE ANXA1
PRKCE ADAM17
PRKCE ADD2
PRKCE ADD1
PRKCE PRKCE
PRKCE PEA15
PRKCE CASR
PRKCE AFAP1
PRKCE SLC6A2
PRKCE MARCKS
PRKCE ADAP1
PRKCE APLP2
PRKCE CFTR
PRKCE XK
PRKCE ITPKA
PRKCE SLC4A3
PRKCE TAGLN
PRKCE ABCB1
PRKCE CACNA1B
PRKCE PRKD2
PRKCE PRKD1
PRKCE GJB1
PRKCE HK2
PRKCE GNAI2
PRKCE ITGB5
PRKCE HAND1
PRKCE SLC25A4
PRKCE PAM
PRKCE VPS72
PRKCE GAD1
PRKCE OPRD1
PRKCE CNN1
PRKCE NFE2L2
PRKCE IL2RA
PRKCE GABRB1
PRKCE GRIA4
PRKCE CNP
PRKCE F3
PRKCE PTPRC
PRKCE BAX
PRKCE PLCB1
PRKCE UGT1A7
PRKCE MYH2
PRKCE IL1R1
PRKCE CD3G
PRKCE ASGR2
PRKCE ADRA2A
PRKCE NOS1
PRKCE PDLIM5
PRKCE GRIA1
PRKCE GFAP
PRKCE CHAT
PRKCE TFRC
PRKCE NRGN
PRKCE FGA
PRKCE PLEK
PRKCE GNA13
PRKCE CYTH1
PRKCE SDC2
PRKCE GJA1
PRKCE GRM1
PRKCE PTGER4
PRKCE GNA15
PRKCE NCF4
PRKCE NREP
PRKCE KIR3DL1
PRKCE TICAM2
PRKCE TNNI3
PRKCE GNA12
PRKCE GFPT1
PRKCE GAD2
PRKCE TCEAL1
PRKCE FSCN1
PRKCE GNAZ
PRKCE ADD3
PRKCE MARCKSL1
PRKCE DSP
PRKCE GRIN2B
PRKCE RPS6KA2
PRKCE TJP1
PRKCE GRM5
PRKCE GRIN2D
PRKCE RASGRP3
PRKCE HSPB8
PRKCE MEP1B
ADAM17 PDIA3
ADAM17 APP
ADAM17 NOTCH1
ADAM17 FHL2
ADAM17 MAPK3
ADAM17 ERBB4
ADAM17 PXN
ADAM17 TGFA
ADAM17 DLG1
ADAM17 MAD2L2
ADAM17 MAD2L1
ADAM17 TNF
ADAM17 SH3D19
ADAM17 TIMP3
MAP3K3 LYN
MAP3K3 PRKACB
MAP3K3 GAS7
MAP3K3 SCIN
MAP3K3 SGK1
LYN STAT3
LYN CSNK2A1
LYN EGFR
LYN PRKDC
LYN CDK1
LYN TRIP10
LYN PTK2
LYN SRC
LYN JAK2
LYN PRKCD
LYN KRAS
LYN ITGB1
LYN SNCA
LYN SHC1
LYN PPP1R8
LYN GCSAM
LYN CSNK2B
LYN KLF5
LYN RPS6KB1
LYN RPS6KB2
LYN CDK2
LYN STAT5A
LYN MAPK3
LYN HRAS
LYN FYN
LYN KIT
LYN BCR
LYN GAB2
LYN FASLG
LYN WAS
LYN KHDRBS1
LYN CD22
LYN TNK2
LYN MAP2
LYN CSF3R
LYN ABL1
LYN SH2B2
LYN EPOR
LYN MUC1
LYN ADAM15
LYN CDKN1B
LYN PIK3C2B
LYN SOS2
LYN PTK2B
LYN INPP5D
LYN HNRNPK
LYN WIPF1
LYN SH2D4A
LYN ACTB
LYN PIK3R3
LYN SLC4A1
LYN DLG4
LYN SMARCC1
LYN CDK4
LYN POU2F1
LYN HSP90AA1
LYN ITPR1
LYN PECAM1
LYN CASP3
LYN CASP7
LYN CSF2RB
LYN PAK2
LYN IL2RB
LYN FGFR2
LYN CSK
LYN PAG1
LYN RASA1
LYN CBLC
LYN RGS16
LYN PTPRC
LYN PPP1R15A
LYN NRAS
LYN SH2D1A
LYN UNC119
LYN DOK1
LYN MME
LYN GAB3
LYN SKAP2
LYN BANK1
LYN PIK3CG
LYN TRPV4
LYN GP6
LYN CENPV
LYN NDFIP2
LYN ACSL3
LYN ANKRD54
LYN LNP1
LYN CD19
LYN IGHA1
LYN PDE4A
LYN GRIA3
LYN RPL10
LYN NDN
LYN SLAMF1
LYN IL7R
LYN LCK
LYN FCGR2C
LYN ELF1
LYN TRAT1
LYN ABI1
LYN PRAM1
LYN SPHK2
LYN ATP2B4
LYN ITGA4
LYN ELF2
LYN TEC
LYN PRKCQ
LYN CD36
LYN PLAUR
LYN CASP8
LYN NPHS1
LYN CD79B
LYN TYK2
LYN NMT1
LYN MATK
LYN EFS
LYN DAPP1
LYN LYN
LYN CASP9
LYN ETV7
LYN FCER1G
LYN EVL
LYN FCGR2A
LYN CD24
LYN SKAP1
LYN FCGR1A
LYN POU2F2
LYN CSF2RA
LYN FCAR
LYN UBB
LYN MS4A1
LYN CHST15
LYN HCLS1
LYN RBM12
LYN PILRB
LYN MS4A2
LYN FCGR2B
LYN LIME1
LYN YES1
LYN CTLA4
LYN UCK2
LYN FOLR1
PRKACB PIN1
PRKACB ESR1
PRKACB CCND1
PRKACB SRC
PRKACB APPBP2
PRKACB GSK3B
PRKACB MAPRE1
PRKACB NOS3
PRKACB VTN
PRKACB PSEN1
PRKACB MAPT
PRKACB PPP1R8
PRKACB LRP1
PRKACB APC
PRKACB CREB1
PRKACB TAL1
PRKACB CEBPB
PRKACB SOX9
PRKACB TP73
PRKACB FOS
PRKACB DYRK1A
PRKACB NOLC1
PRKACB ADRB2
PRKACB RAP1A
PRKACB PRKAR1A
PRKACB ALOX5
PRKACB ADRB1
PRKACB CDK16
PRKACB POU2F1
PRKACB PPP1CA
PRKACB PPP1CB
PRKACB AURKA
PRKACB HNRNPD
PRKACB HSP90AA1
PRKACB VIM
PRKACB RHOA
PRKACB PITX2
PRKACB HNRNPA1
PRKACB GSK3A
PRKACB ATF2
PRKACB RAF1
PRKACB AKAP9
PRKACB PRKAR2A
PRKACB BRAF
PRKACB AANAT
PRKACB HMGN1
PRKACB GP1BB
PRKACB CSF2RB
PRKACB BAD
PRKACB TBXA2R
PRKACB PRKACA
PRKACB NF2
PRKACB VDR
PRKACB VAPA
PRKACB PFKL
PRKACB HLA-A
PRKACB AKAP13
PRKACB HSPB1
PRKACB FGF2
PRKACB SLC2A2
PRKACB SGK1
PRKACB PPP1CC
PRKACB GRIK2
PRKACB PDE4DIP
PRKACB ASIC1
PRKACB GRIA4
PRKACB CFTR
PRKACB RGS10
PRKACB PRKAR2B
PRKACB WT1
PRKACB VAPB
PRKACB CAPN2
PRKACB LASP1
PRKACB VASP
PRKACB HAND1
PRKACB KCNH2
PRKACB NGFR
PRKACB RAP1GAP
PRKACB ANXA1
PRKACB MSN
PRKACB DYNLL1
PRKACB RYR2
PRKACB AKAP5
PRKACB PRKAR1B
PRKACB AKAP1
PRKACB CDK5RAP2
PRKACB AKAP7
PRKACB AKAP11
PRKACB PPP1R9B
PRKACB PLCB3
PRKACB PRKACG
PRKACB STOM
PRKACB RCAN1
PRKACB GNA13
PRKACB GRK2
PRKACB PKIB
PRKACB ABCB1
PRKACB H2BC17
PRKACB AQP2
PRKACB CETN1
PRKACB CUL5
PRKACB FGA
PRKACB SYN2
PRKACB HDAC8
PRKACB CACNB2
PRKACB DMTN
PRKACB GFPT2
PRKACB GABRB1
PRKACB SLC4A4
PRKACB KCNQ1
PRKACB H2BC10
PRKACB MC4R
PRKACB GRIA1
PRKACB PPP1R3A
PRKACB GRK1
PRKACB SNAPIN
PRKACB ATP2B1
PRKACB TNNI3
PRKACB GFPT1
PRKACB GMFB
PRKACB NOS1
PRKACB ADD2
PRKACB DSP
PRKACB THOP1
PRKACB PDE4B
PRKACB NPR1
PRKACB MYLK
PRKACB SI
PRKACB NFE2L1
PRKACB PTPN7
PRKACB PPP1R14A
PRKACB ITGA4
PRKACB H2BC6
PRKACB LIPE
PRKACB CETN2
PRKACB PDE5A
PRKACB LCP1
PRKACB MIP
PRKACB TPH1
PRKACB STMN1
PRKACB CIITA
PRKACB H2BC7
PRKACB AKAP12
PRKACB SUN2
PRKACB ADD1
PRKACB GJB1
PRKACB FXYD1
PRKACB PTGER4
PRKACB ACLY
PRKACB HRH1
PRKACB H2BC4
PRKACB H2BC5
PRKACB CAMKK1
PRKACB TH
PRKACB ETV5
PRKACB H2BC8
PRKACB PPP1R14D
PRKACB STK24
PRKACB MYOM1
PRKACB PAH
PRKACB PKIA
PRKACB PLN
PRKACB CBFB
PRKACB EPB42
PRKACB PTBP1
PRKACB AVPI1
GAS7 GAPDH
GAS7 HNRNPU
GAS7 WAS
GAS7 KHDRBS1
GAS7 NCKIPSD
GAS7 ATXN1L
GAS7 MCRS1
GAS7 NTAQ1
GAS7 MAP3K12
GAS7 CDC37
GAS7 RPLP0
GAS7 ACTA1
GAS7 WASF2
GAS7 APBB1IP
GAS7 SF1
GAS7 FMNL1
GAS7 SFPQ
GAS7 DIAPH1
GAS7 ABI1
GAS7 SF3A1
GAS7 CYFIP1
GAS7 GAS7
GAS7 CBFB
GAS7 NCKAP1
GAS7 CYFIP2
GAS7 YIF1A
GAS7 LSM4
SCIN ACTG1
SCIN ACTC1
SCIN ACTA1
SCIN RIPK3
SGK1 PIN1
SGK1 MAPK7
SGK1 GAPDH
SGK1 MTOR
SGK1 MAL2
SGK1 GSK3B
SGK1 PIKFYVE
SGK1 MAPT
SGK1 VCP
SGK1 CREB1
SGK1 FOXO3
SGK1 NEDD4
SGK1 NFKBIA
SGK1 PIK3CA
SGK1 HTT
SGK1 CDKN1B
SGK1 OLA1
SGK1 KPNA2
SGK1 FANCA
SGK1 EZR
SGK1 PABPC1
SGK1 RICTOR
SGK1 RPL3
SGK1 IKBKB
SGK1 NDRG1
SGK1 HNRNPM
SGK1 GSK3A
SGK1 STUB1
SGK1 PA2G4
SGK1 RAF1
SGK1 BRAF
SGK1 PRKACA
SGK1 NEK6
SGK1 PPP2CA
SGK1 IKBKG
SGK1 PSMA6
SGK1 WNK1
SGK1 NEDD4L
SGK1 EIF3F
SGK1 EIF3I
SGK1 CDC37
SGK1 IARS1
SGK1 VARS1
SGK1 RPS3A
SGK1 PDPK1
SGK1 SLC9A3R2
SGK1 TSC22D3
SGK1 WNK4
SGK1 ASPG
SGK1 NASP
SGK1 HNRNPL
SGK1 PRKACG
SGK1 SF3B2
SGK1 IPO4
SGK1 MARCKS
SGK1 PSMD6
SGK1 IGHA1
SGK1 CD40
SGK1 TUFM
SGK1 SLC1A3
SGK1 CAMKK2
SGK1 LETM1
SGK1 PDK2
